id	feature_types	read1	read2	lane_number	subsample_rate
WPPp072hrs_rep1	Gene Expression	data/Sample_6/Sample_6-SCI7T063-SCI5T063_22GF2KLT4_S6_L005_R1_001.fastq.gz	data/Sample_6/Sample_6-SCI7T063-SCI5T063_22GF2KLT4_S6_L005_R2_001.fastq.gz	6	
WPPp096hrs_rep1	Gene Expression	data/Sample_7/Sample_7-SCI7T075-SCI5T075_22FVLJLT4_S7_L001_R1_001.fastq.gz	data/Sample_7/Sample_7-SCI7T075-SCI5T075_22FVLJLT4_S7_L001_R2_001.fastq.gz	1	
WPPp096hrs_rep1	Gene Expression	data/Sample_7/Sample_7-SCI7T075-SCI5T075_22GF2KLT4_S7_L001_R1_001.fastq.gz	data/Sample_7/Sample_7-SCI7T075-SCI5T075_22GF2KLT4_S7_L001_R2_001.fastq.gz	2	
WPPp096hrs_rep1	Gene Expression	data/Sample_7/Sample_7-SCI7T075-SCI5T075_22GF2KLT4_S7_L002_R1_001.fastq.gz	data/Sample_7/Sample_7-SCI7T075-SCI5T075_22GF2KLT4_S7_L002_R2_001.fastq.gz	3	
WPPp096hrs_rep1	Gene Expression	data/Sample_7/Sample_7-SCI7T075-SCI5T075_22GF2KLT4_S7_L003_R1_001.fastq.gz	data/Sample_7/Sample_7-SCI7T075-SCI5T075_22GF2KLT4_S7_L003_R2_001.fastq.gz	4	
WPPp096hrs_rep1	Gene Expression	data/Sample_7/Sample_7-SCI7T075-SCI5T075_22GF2KLT4_S7_L004_R1_001.fastq.gz	data/Sample_7/Sample_7-SCI7T075-SCI5T075_22GF2KLT4_S7_L004_R2_001.fastq.gz	5	
WPPp096hrs_rep1	Gene Expression	data/Sample_7/Sample_7-SCI7T075-SCI5T075_22GF2KLT4_S7_L005_R1_001.fastq.gz	data/Sample_7/Sample_7-SCI7T075-SCI5T075_22GF2KLT4_S7_L005_R2_001.fastq.gz	6	
WPPp120hrs_rep1	Gene Expression	data/Sample_8/Sample_8-SCI7T087-SCI5T087_22FVLJLT4_S8_L001_R1_001.fastq.gz	data/Sample_8/Sample_8-SCI7T087-SCI5T087_22FVLJLT4_S8_L001_R2_001.fastq.gz	1	
WPPp120hrs_rep1	Gene Expression	data/Sample_8/Sample_8-SCI7T087-SCI5T087_22GF2KLT4_S8_L001_R1_001.fastq.gz	data/Sample_8/Sample_8-SCI7T087-SCI5T087_22GF2KLT4_S8_L001_R2_001.fastq.gz	2	
WPPp120hrs_rep1	Gene Expression	data/Sample_8/Sample_8-SCI7T087-SCI5T087_22GF2KLT4_S8_L002_R1_001.fastq.gz	data/Sample_8/Sample_8-SCI7T087-SCI5T087_22GF2KLT4_S8_L002_R2_001.fastq.gz	3	
WPPp120hrs_rep1	Gene Expression	data/Sample_8/Sample_8-SCI7T087-SCI5T087_22GF2KLT4_S8_L003_R1_001.fastq.gz	data/Sample_8/Sample_8-SCI7T087-SCI5T087_22GF2KLT4_S8_L003_R2_001.fastq.gz	4	
WPPp120hrs_rep1	Gene Expression	data/Sample_8/Sample_8-SCI7T087-SCI5T087_22GF2KLT4_S8_L004_R1_001.fastq.gz	data/Sample_8/Sample_8-SCI7T087-SCI5T087_22GF2KLT4_S8_L004_R2_001.fastq.gz	5	
WPPp120hrs_rep1	Gene Expression	data/Sample_8/Sample_8-SCI7T087-SCI5T087_22GF2KLT4_S8_L005_R1_001.fastq.gz	data/Sample_8/Sample_8-SCI7T087-SCI5T087_22GF2KLT4_S8_L005_R2_001.fastq.gz	6	
WPPm048hrs_rep2	Gene Expression	data/Sample_9/Sample_9-SCI7T004-SCI5T004_22FVLJLT4_S9_L001_R1_001.fastq.gz	data/Sample_9/Sample_9-SCI7T004-SCI5T004_22FVLJLT4_S9_L001_R2_001.fastq.gz	1	
WPPm048hrs_rep2	Gene Expression	data/Sample_9/Sample_9-SCI7T004-SCI5T004_22GF2KLT4_S9_L001_R1_001.fastq.gz	data/Sample_9/Sample_9-SCI7T004-SCI5T004_22GF2KLT4_S9_L001_R2_001.fastq.gz	2	
WPPm048hrs_rep2	Gene Expression	data/Sample_9/Sample_9-SCI7T004-SCI5T004_22GF2KLT4_S9_L002_R1_001.fastq.gz	data/Sample_9/Sample_9-SCI7T004-SCI5T004_22GF2KLT4_S9_L002_R2_001.fastq.gz	3	
WPPm048hrs_rep2	Gene Expression	data/Sample_9/Sample_9-SCI7T004-SCI5T004_22GF2KLT4_S9_L003_R1_001.fastq.gz	data/Sample_9/Sample_9-SCI7T004-SCI5T004_22GF2KLT4_S9_L003_R2_001.fastq.gz	4	
WPPm048hrs_rep2	Gene Expression	data/Sample_9/Sample_9-SCI7T004-SCI5T004_22GF2KLT4_S9_L004_R1_001.fastq.gz	data/Sample_9/Sample_9-SCI7T004-SCI5T004_22GF2KLT4_S9_L004_R2_001.fastq.gz	5	
WPPm048hrs_rep2	Gene Expression	data/Sample_9/Sample_9-SCI7T004-SCI5T004_22GF2KLT4_S9_L005_R1_001.fastq.gz	data/Sample_9/Sample_9-SCI7T004-SCI5T004_22GF2KLT4_S9_L005_R2_001.fastq.gz	6	
WPPm024hrs_rep2	Gene Expression	data/Sample_10/Sample_10-SCI7T016-SCI5T016_22FVLJLT4_S10_L001_R1_001.fastq.gz	data/Sample_10/Sample_10-SCI7T016-SCI5T016_22FVLJLT4_S10_L001_R2_001.fastq.gz	1	
WPPm024hrs_rep2	Gene Expression	data/Sample_10/Sample_10-SCI7T016-SCI5T016_22FYLKLT4_S26_L005_R1_001.fastq.gz	data/Sample_10/Sample_10-SCI7T016-SCI5T016_22FYLKLT4_S26_L005_R2_001.fastq.gz	2	
WPPm024hrs_rep2	Gene Expression	data/Sample_10/Sample_10-SCI7T016-SCI5T016_22GF2KLT4_S10_L001_R1_001.fastq.gz	data/Sample_10/Sample_10-SCI7T016-SCI5T016_22GF2KLT4_S10_L001_R2_001.fastq.gz	3	
WPPm024hrs_rep2	Gene Expression	data/Sample_10/Sample_10-SCI7T016-SCI5T016_22GF2KLT4_S10_L002_R1_001.fastq.gz	data/Sample_10/Sample_10-SCI7T016-SCI5T016_22GF2KLT4_S10_L002_R2_001.fastq.gz	4	
WPPm024hrs_rep2	Gene Expression	data/Sample_10/Sample_10-SCI7T016-SCI5T016_22GF2KLT4_S10_L003_R1_001.fastq.gz	data/Sample_10/Sample_10-SCI7T016-SCI5T016_22GF2KLT4_S10_L003_R2_001.fastq.gz	5	
WPPm024hrs_rep2	Gene Expression	data/Sample_10/Sample_10-SCI7T016-SCI5T016_22GF2KLT4_S10_L004_R1_001.fastq.gz	data/Sample_10/Sample_10-SCI7T016-SCI5T016_22GF2KLT4_S10_L004_R2_001.fastq.gz	6	
WPPm024hrs_rep2	Gene Expression	data/Sample_10/Sample_10-SCI7T016-SCI5T016_22GF2KLT4_S10_L005_R1_001.fastq.gz	data/Sample_10/Sample_10-SCI7T016-SCI5T016_22GF2KLT4_S10_L005_R2_001.fastq.gz	7	
WPPp000hrs_rep2	Gene Expression	data/Sample_11/Sample_11-SCI7T028-SCI5T028_22FVLJLT4_S11_L001_R1_001.fastq.gz	data/Sample_11/Sample_11-SCI7T028-SCI5T028_22FVLJLT4_S11_L001_R2_001.fastq.gz	1	
WPPp000hrs_rep2	Gene Expression	data/Sample_11/Sample_11-SCI7T028-SCI5T028_22FYLKLT4_S27_L005_R1_001.fastq.gz	data/Sample_11/Sample_11-SCI7T028-SCI5T028_22FYLKLT4_S27_L005_R2_001.fastq.gz	2	
WPPp000hrs_rep2	Gene Expression	data/Sample_11/Sample_11-SCI7T028-SCI5T028_22G25CLT4_S3_L003_R1_001.fastq.gz	data/Sample_11/Sample_11-SCI7T028-SCI5T028_22G25CLT4_S3_L003_R2_001.fastq.gz	3	
WPPp000hrs_rep2	Gene Expression	data/Sample_11/Sample_11-SCI7T028-SCI5T028_22GF2KLT4_S11_L001_R1_001.fastq.gz	data/Sample_11/Sample_11-SCI7T028-SCI5T028_22GF2KLT4_S11_L001_R2_001.fastq.gz	4	
WPPp000hrs_rep2	Gene Expression	data/Sample_11/Sample_11-SCI7T028-SCI5T028_22GF2KLT4_S11_L002_R1_001.fastq.gz	data/Sample_11/Sample_11-SCI7T028-SCI5T028_22GF2KLT4_S11_L002_R2_001.fastq.gz	5	
WPPp000hrs_rep2	Gene Expression	data/Sample_11/Sample_11-SCI7T028-SCI5T028_22GF2KLT4_S11_L003_R1_001.fastq.gz	data/Sample_11/Sample_11-SCI7T028-SCI5T028_22GF2KLT4_S11_L003_R2_001.fastq.gz	6	
WPPp000hrs_rep2	Gene Expression	data/Sample_11/Sample_11-SCI7T028-SCI5T028_22GF2KLT4_S11_L004_R1_001.fastq.gz	data/Sample_11/Sample_11-SCI7T028-SCI5T028_22GF2KLT4_S11_L004_R2_001.fastq.gz	7	
WPPp000hrs_rep2	Gene Expression	data/Sample_11/Sample_11-SCI7T028-SCI5T028_22GF2KLT4_S11_L005_R1_001.fastq.gz	data/Sample_11/Sample_11-SCI7T028-SCI5T028_22GF2KLT4_S11_L005_R2_001.fastq.gz	8	
WPPp024hrs_rep2	Gene Expression	data/Sample_12/Sample_12-SCI7T040-SCI5T040_22FVLJLT4_S12_L001_R1_001.fastq.gz	data/Sample_12/Sample_12-SCI7T040-SCI5T040_22FVLJLT4_S12_L001_R2_001.fastq.gz	1	
WPPp024hrs_rep2	Gene Expression	data/Sample_12/Sample_12-SCI7T040-SCI5T040_22FYLKLT4_S28_L005_R1_001.fastq.gz	data/Sample_12/Sample_12-SCI7T040-SCI5T040_22FYLKLT4_S28_L005_R2_001.fastq.gz	2	
WPPp024hrs_rep2	Gene Expression	data/Sample_12/Sample_12-SCI7T040-SCI5T040_22GF2KLT4_S12_L001_R1_001.fastq.gz	data/Sample_12/Sample_12-SCI7T040-SCI5T040_22GF2KLT4_S12_L001_R2_001.fastq.gz	3	
WPPp024hrs_rep2	Gene Expression	data/Sample_12/Sample_12-SCI7T040-SCI5T040_22GF2KLT4_S12_L002_R1_001.fastq.gz	data/Sample_12/Sample_12-SCI7T040-SCI5T040_22GF2KLT4_S12_L002_R2_001.fastq.gz	4	
WPPp024hrs_rep2	Gene Expression	data/Sample_12/Sample_12-SCI7T040-SCI5T040_22GF2KLT4_S12_L003_R1_001.fastq.gz	data/Sample_12/Sample_12-SCI7T040-SCI5T040_22GF2KLT4_S12_L003_R2_001.fastq.gz	5	
WPPp024hrs_rep2	Gene Expression	data/Sample_12/Sample_12-SCI7T040-SCI5T040_22GF2KLT4_S12_L004_R1_001.fastq.gz	data/Sample_12/Sample_12-SCI7T040-SCI5T040_22GF2KLT4_S12_L004_R2_001.fastq.gz	6	
WPPp024hrs_rep2	Gene Expression	data/Sample_12/Sample_12-SCI7T040-SCI5T040_22GF2KLT4_S12_L005_R1_001.fastq.gz	data/Sample_12/Sample_12-SCI7T040-SCI5T040_22GF2KLT4_S12_L005_R2_001.fastq.gz	7	
WPPp048hrs_rep2	Gene Expression	data/Sample_13/Sample_13-SCI7T052-SCI5T052_22FVLJLT4_S13_L001_R1_001.fastq.gz	data/Sample_13/Sample_13-SCI7T052-SCI5T052_22FVLJLT4_S13_L001_R2_001.fastq.gz	1	
WPPp048hrs_rep2	Gene Expression	data/Sample_13/Sample_13-SCI7T052-SCI5T052_22FYLKLT4_S29_L005_R1_001.fastq.gz	data/Sample_13/Sample_13-SCI7T052-SCI5T052_22FYLKLT4_S29_L005_R2_001.fastq.gz	2	
WPPp048hrs_rep2	Gene Expression	data/Sample_13/Sample_13-SCI7T052-SCI5T052_22G25CLT4_S4_L003_R1_001.fastq.gz	data/Sample_13/Sample_13-SCI7T052-SCI5T052_22G25CLT4_S4_L003_R2_001.fastq.gz	3	
WPPp048hrs_rep2	Gene Expression	data/Sample_13/Sample_13-SCI7T052-SCI5T052_22GF2KLT4_S13_L001_R1_001.fastq.gz	data/Sample_13/Sample_13-SCI7T052-SCI5T052_22GF2KLT4_S13_L001_R2_001.fastq.gz	4	
WPPp048hrs_rep2	Gene Expression	data/Sample_13/Sample_13-SCI7T052-SCI5T052_22GF2KLT4_S13_L002_R1_001.fastq.gz	data/Sample_13/Sample_13-SCI7T052-SCI5T052_22GF2KLT4_S13_L002_R2_001.fastq.gz	5	
WPPp048hrs_rep2	Gene Expression	data/Sample_13/Sample_13-SCI7T052-SCI5T052_22GF2KLT4_S13_L003_R1_001.fastq.gz	data/Sample_13/Sample_13-SCI7T052-SCI5T052_22GF2KLT4_S13_L003_R2_001.fastq.gz	6	
WPPp048hrs_rep2	Gene Expression	data/Sample_13/Sample_13-SCI7T052-SCI5T052_22GF2KLT4_S13_L004_R1_001.fastq.gz	data/Sample_13/Sample_13-SCI7T052-SCI5T052_22GF2KLT4_S13_L004_R2_001.fastq.gz	7	
WPPp048hrs_rep2	Gene Expression	data/Sample_13/Sample_13-SCI7T052-SCI5T052_22GF2KLT4_S13_L005_R1_001.fastq.gz	data/Sample_13/Sample_13-SCI7T052-SCI5T052_22GF2KLT4_S13_L005_R2_001.fastq.gz	8	
WPPp072hrs_rep2	Gene Expression	data/Sample_14/Sample_14-SCI7T064-SCI5T064_22FVLJLT4_S14_L001_R1_001.fastq.gz	data/Sample_14/Sample_14-SCI7T064-SCI5T064_22FVLJLT4_S14_L001_R2_001.fastq.gz	1	
WPPp072hrs_rep2	Gene Expression	data/Sample_14/Sample_14-SCI7T064-SCI5T064_22GF2KLT4_S14_L001_R1_001.fastq.gz	data/Sample_14/Sample_14-SCI7T064-SCI5T064_22GF2KLT4_S14_L001_R2_001.fastq.gz	2	
WPPp072hrs_rep2	Gene Expression	data/Sample_14/Sample_14-SCI7T064-SCI5T064_22GF2KLT4_S14_L002_R1_001.fastq.gz	data/Sample_14/Sample_14-SCI7T064-SCI5T064_22GF2KLT4_S14_L002_R2_001.fastq.gz	3	
WPPp072hrs_rep2	Gene Expression	data/Sample_14/Sample_14-SCI7T064-SCI5T064_22GF2KLT4_S14_L003_R1_001.fastq.gz	data/Sample_14/Sample_14-SCI7T064-SCI5T064_22GF2KLT4_S14_L003_R2_001.fastq.gz	4	
WPPp072hrs_rep2	Gene Expression	data/Sample_14/Sample_14-SCI7T064-SCI5T064_22GF2KLT4_S14_L004_R1_001.fastq.gz	data/Sample_14/Sample_14-SCI7T064-SCI5T064_22GF2KLT4_S14_L004_R2_001.fastq.gz	5	
WPPp072hrs_rep2	Gene Expression	data/Sample_14/Sample_14-SCI7T064-SCI5T064_22GF2KLT4_S14_L005_R1_001.fastq.gz	data/Sample_14/Sample_14-SCI7T064-SCI5T064_22GF2KLT4_S14_L005_R2_001.fastq.gz	6	
WPPp096hrs_rep2	Gene Expression	data/Sample_15/Sample_15-SCI7T076-SCI5T076_22FVLJLT4_S15_L001_R1_001.fastq.gz	data/Sample_15/Sample_15-SCI7T076-SCI5T076_22FVLJLT4_S15_L001_R2_001.fastq.gz	1	
WPPp096hrs_rep2	Gene Expression	data/Sample_15/Sample_15-SCI7T076-SCI5T076_22FYLKLT4_S30_L005_R1_001.fastq.gz	data/Sample_15/Sample_15-SCI7T076-SCI5T076_22FYLKLT4_S30_L005_R2_001.fastq.gz	2	
WPPp096hrs_rep2	Gene Expression	data/Sample_15/Sample_15-SCI7T076-SCI5T076_22GF2KLT4_S15_L001_R1_001.fastq.gz	data/Sample_15/Sample_15-SCI7T076-SCI5T076_22GF2KLT4_S15_L001_R2_001.fastq.gz	3	
WPPp096hrs_rep2	Gene Expression	data/Sample_15/Sample_15-SCI7T076-SCI5T076_22GF2KLT4_S15_L002_R1_001.fastq.gz	data/Sample_15/Sample_15-SCI7T076-SCI5T076_22GF2KLT4_S15_L002_R2_001.fastq.gz	4	
WPPp096hrs_rep2	Gene Expression	data/Sample_15/Sample_15-SCI7T076-SCI5T076_22GF2KLT4_S15_L003_R1_001.fastq.gz	data/Sample_15/Sample_15-SCI7T076-SCI5T076_22GF2KLT4_S15_L003_R2_001.fastq.gz	5	
WPPp096hrs_rep2	Gene Expression	data/Sample_15/Sample_15-SCI7T076-SCI5T076_22GF2KLT4_S15_L004_R1_001.fastq.gz	data/Sample_15/Sample_15-SCI7T076-SCI5T076_22GF2KLT4_S15_L004_R2_001.fastq.gz	6	
WPPp096hrs_rep2	Gene Expression	data/Sample_15/Sample_15-SCI7T076-SCI5T076_22GF2KLT4_S15_L005_R1_001.fastq.gz	data/Sample_15/Sample_15-SCI7T076-SCI5T076_22GF2KLT4_S15_L005_R2_001.fastq.gz	7	
WPPp120hrs_rep2	Gene Expression	data/Sample_16/Sample_16-SCI7T088-SCI5T088_22FVLJLT4_S16_L001_R1_001.fastq.gz	data/Sample_16/Sample_16-SCI7T088-SCI5T088_22FVLJLT4_S16_L001_R2_001.fastq.gz	1	
WPPp120hrs_rep2	Gene Expression	data/Sample_16/Sample_16-SCI7T088-SCI5T088_22FYLKLT4_S33_L008_R1_001.fastq.gz	data/Sample_16/Sample_16-SCI7T088-SCI5T088_22FYLKLT4_S33_L008_R2_001.fastq.gz	2	
WPPp120hrs_rep2	Gene Expression	data/Sample_16/Sample_16-SCI7T088-SCI5T088_22G25CLT4_S5_L003_R1_001.fastq.gz	data/Sample_16/Sample_16-SCI7T088-SCI5T088_22G25CLT4_S5_L003_R2_001.fastq.gz	3	
